"","species","genus","family","species.relative","genus.relative","status"
"538","Handroanthus_umbellatus","Handroanthus","Bignoniaceae","","","bind"
"539","Manettia_luteorubra","Manettia","Rubiaceae","","","bind"
"540","Nematanthus_tessmannii","Nematanthus","Gesneriaceae","","","prune"
"541","Aechmea_recurvata","Aechmea","Bromeliaceae","","","prune"
"542","Calliandra_selloi","Calliandra","Fabaceae","","","bind"
"543","Calliandra_tweediei","Calliandra","Fabaceae","","","bind"
"544","Erythrina_crista-galli","Erythrina","Fabaceae","","","prune"
"545","Luehea_divaricata","Luehea","Malvaceae","","","bind"
"546","Tillandsia_aeranthos","Tillandsia","Bromeliaceae","","","prune"
"547","Tropaeolum_pentaphyllum","Tropaeolum","Tropaeolaceae","","","bind"
"548","Besleria_aggregata","Besleria","Gesneriaceae","","","prune"
"549","Besleria_amabilis","Besleria","Gesneriaceae","","","bind"
"550","Goeppertia_standleyi","Goeppertia","Marantaceae","","","bind"
"551","Heliconia_orthotricha","Heliconia","Heliconiaceae","","","bind"
"552","Hippotis_brevipes","Hippotis","Rubiaceae","","","prune"
"553","Aetanthus_nodosus","Aetanthus","Loranthaceae","","","prune"
"554","Alloplectus_hispidus","Alloplectus","Gesneriaceae","","","bind"
"555","Bomarea_distichifolia","Bomarea","Alstroemeriaceae","","","prune"
"556","Brachyotum_andreanum","Brachyotum","Melastomataceae","","","bind"
"557","Centropogon_comosus","Centropogon","Campanulaceae","","","bind"
"558","Centropogon_erythraeus","Centropogon","Campanulaceae","","","bind"
"559","Ceratostema_loranthiflorum","Ceratostema","Ericaceae","","","bind"
"560","Disterigma_pentandrum","Disterigma","Ericaceae","","","prune"
"561","Markea_longiflora","Markea","Solanaceae","","","bind"
"562","Palicourea_azurea","Palicourea","Rubiaceae","","","bind"
"563","Palicourea_lyristipula","Palicourea","Rubiaceae","","","bind"
"564","Palicourea_weberbaueri","Palicourea","Rubiaceae","","","bind"
"565","Drymonia_urceolata","Drymonia","Gesneriaceae","","","bind"
"566","Macleania_floribunda","Macleania","Ericaceae","","","prune"
"567","Orthaea_abbreviata","Orthaea","Ericaceae","","","prune"
"568","Palicourea_luteonivea","Palicourea","Rubiaceae","","","bind"
"569","Palicourea_stenosepala","Palicourea","Rubiaceae","","","bind"
"570","Palicourea_canarina","Palicourea","Rubiaceae","","","bind"
"571","Siphocampylus_scandens","Siphocampylus","Campanulaceae","","","bind"
"572","Bomarea_brevis","Bomarea","Alstroemeriaceae","","","prune"
"573","Bomarea_setacea","Bomarea","Alstroemeriaceae","","","prune"
"574","Brachyotum_lutescens","Brachyotum","Melastomataceae","","","bind"
"575","Brachyotum_naudinii","Brachyotum","Melastomataceae","","","bind"
"576","Centropogon_isabellinus","Centropogon","Campanulaceae","","","bind"
"577","Fuchsia_decussata","Fuchsia","Onagraceae","","","bind"
"578","Gaultheria_bracteata","Gaultheria","Ericaceae","","","prune"
"579","Gentianella_fruticulosa","Gentianella","Gentianaceae","","","bind"
"580","Gentianella_violacea","Gentianella","Gentianaceae","","","bind"
"581","Greigia_macbrideana","Greigia","Bromeliaceae","","","bind"
"582","Meriania_radula","Meriania","Melastomataceae","","","bind"
"583","Miconia_alpina","Miconia","Melastomataceae","","","bind"
"584","Monnina_salicifolia","Monnina","Polygalaceae","","","prune"
"585","Pellegrinia_hirsuta","Pellegrinia","Ericaceae","","","prune"
"586","Puya_pseudoeryngioides","Puya","Bromeliaceae","","","bind"
"587","Ribes_incarnatum","Ribes","Grossulariaceae","","","prune"
"588","Saracha_punctata","Saracha","Solanaceae","","","prune"
"589","Tropaeolum_bicolor","Tropaeolum","Tropaeolaceae","","","bind"
"590","Agave_salmiana","Agave","Asparagaceae","","","prune"
"591","Erythrina_americana","Erythrina","Fabaceae","","","bind"
"592","Glossoloma_purpureum","Glossoloma","Gesneriaceae","","","bind"
"593","Heliconia_virginalis","Heliconia","Heliconiaceae","","","bind"
"594","Salvia_quitensis","Salvia","Lamiaceae","","","bind"
"595","Centropogon_preslii","Centropogon","Campanulaceae","","","bind"
"596","Drymonia_brochidodroma","Drymonia","Gesneriaceae","","","bind"
"597","Drymonia_collegarum","Drymonia","Gesneriaceae","","","bind"
"598","Gasteranthus_lateralis","Gasteranthus","Gesneriaceae","","","prune"
"599","Glossoloma_oblongicalyx","Glossoloma","Gesneriaceae","","","bind"
"600","Macleania_bullata","Macleania","Ericaceae","","","prune"
"601","Macleania_stricta","Macleania","Ericaceae","","","bind"
"602","Palicourea_lineata","Palicourea","Rubiaceae","","","bind"
"603","Pitcairnia_sodiroi","Pitcairnia","Bromeliaceae","","","bind"
"604","Besleria_riparia","Besleria","Gesneriaceae","","","bind"
"605","Bomarea_patinii","Bomarea","Alstroemeriaceae","","","prune"
"606","Cavendishia_nitida","Cavendishia","Ericaceae","","","bind"
"607","Centropogon_curvatus","Centropogon","Campanulaceae","","","bind"
"608","Centropogon_ferrugineus","Centropogon","Campanulaceae","","","bind"
"609","Fuchsia_venusta","Fuchsia","Onagraceae","","","bind"
"610","Gasteranthus_calcaratus","Gasteranthus","Gesneriaceae","","","bind"
"611","Glossoloma_baguense","Glossoloma","Gesneriaceae","","","bind"
"612","Glossoloma_ichthyoderma","Glossoloma","Gesneriaceae","","","bind"
"613","Glossoloma_schultzei","Glossoloma","Gesneriaceae","","","bind"
"614","Guzmania_multiflora","Guzmania","Bromeliaceae","","","prune"
"615","Iochroma_gesnerioides","Iochroma","Solanaceae","","","prune"
"616","Kohleria_trianae","Kohleria","Gesneriaceae","","","prune"
"617","Kohleria_warszewiczii","Kohleria","Gesneriaceae","","","prune"
"618","Palicourea_ovalis","Palicourea","Rubiaceae","","","bind"
"619","Reldia_grandiflora","Reldia","Gesneriaceae","","","bind"
"620","Salvia_scutellarioides","Salvia","Lamiaceae","","","prune"
"621","Stenostephanus_sanguineus","Stenostephanus","Acanthaceae","","","bind"
"622","Thibaudia_floribunda","Thibaudia","Ericaceae","","","prune"
"623","Tillandsia_tequendamae","Tillandsia","Bromeliaceae","","","bind"
"624","Dimerocostus_strobilaceus","Dimerocostus","Costaceae","","","prune"
"625","Heliconia_episcopalis","Heliconia","Heliconiaceae","","","bind"
"626","Heliconia_mutisiana","Heliconia","Heliconiaceae","","","bind"
"627","Inga_sapindoides","Inga","Fabaceae","","","prune"
"628","Stromanthe_jacquinii","Stromanthe","Marantaceae","","","prune"
"629","Aechmea_phanerophlebia","Aechmea","Bromeliaceae","","","prune"
"630","Aspilia_foliosa","Aspilia","Asteraceae","","","bind"
"631","Barbacenia_gardneri","Barbacenia","Velloziaceae","","","prune"
"632","Barbacenia_longiflora","Barbacenia","Velloziaceae","","","bind"
"633","Calolisianthus_pedunculatus","Calolisianthus","Gentianaceae","","","bind"
"634","Cuphea_diosmifolia","Cuphea","Lythraceae","","","bind"
"635","Cuphea_disperma","Cuphea","Lythraceae","","","bind"
"636","Caamembeca_oleifolia","Caamembeca","Polygalaceae","","","bind"
"637","Declieuxia_fruticosa","Declieuxia","Rubiaceae","","","prune"
"638","Esterhazya_nanuzae","Esterhazya","Orobanchaceae","","","bind"
"639","Hyptis_passerina","Hyptis","Lamiaceae","","","prune"
"640","Lepidaploa_lilacina","Lepidaploa","Asteraceae","","","bind"
"641","Lepidaploa_rufogrisea","Lepidaploa","Asteraceae","","","prune"
"642","Lychnophora_pohlii","Lychnophora","Asteraceae","","","bind"
"643","Lychnophora_tomentosa","Lychnophora","Asteraceae","","","prune"
"644","Mandevilla_pycnantha","Mandevilla","Apocynaceae","","","prune"
"645","Mimosa_aurivillus","Mimosa","Fabaceae","","","bind"
"646","Minasia_scapigera","Minasia","Asteraceae","","","prune"
"647","Oocephalus_petraeus","Oocephalus","Lamiaceae","","","bind"
"648","Paralychnophora_bicolor","Paralychnophora","Asteraceae","","","bind"
"649","Pavonia_schwackei","Pavonia","Malvaceae","","","bind"
"650","Physocalyx_major","Physocalyx","Orobanchaceae","","","bind"
"651","Piptolepis_imbricata","Piptolepis","Asteraceae","","","bind"
"652","Proteopsis_argentea","Proteopsis","Asteraceae","","","prune"
"653","Ruellia_densa","Ruellia","Acanthaceae","","","prune"
"654","Schwartzia_adamantium","Schwartzia","Marcgraviaceae","","","bind"
"655","Tapanhuacanga_laricoides","Tapanhuacanga","Rubiaceae","","","bind"
"656","Vellozia_hirsuta","Vellozia","Velloziaceae","","","prune"
"657","Vochysia_discolor","Vochysia","Vochysiaceae","","","bind"
"658","Billbergia_porteana","Billbergia","Bromeliaceae","","","prune"
"659","Casearia_sylvestris","Casearia","Salicaceae","","","prune"
"660","Fridericia_craterophora","Fridericia","Bignoniaceae","","","bind"
"661","Inga_uraguensis","Inga","Fabaceae","","","bind"
"662","Jacaranda_caroba","Jacaranda","Bignoniaceae","","","bind"
"663","Luehea_grandiflora","Luehea","Malvaceae","","","bind"
"664","Mabea_fistulifera","Mabea","Euphorbiaceae","","","bind"
"665","Serjania_lethalis","Serjania","Sapindaceae","","","bind"
"666","Styrax_camporum","Styrax","Styracaceae","","","prune"
"667","Cordia_alliodora","Cordia","Boraginaceae","","","prune"
"668","Critonia_morifolia","Critonia","Asteraceae","","","bind"
"669","Diphysa_floribunda","Diphysa","Fabaceae","","","prune"
"670","Lonchocarpus_guatemalensis","Lonchocarpus","Fabaceae","","","prune"
"671","Odontonema_glabrum","Odontonema","Acanthaceae","","","bind"
"672","Trema_micranthum","Trema","Cannabaceae","","","bind"
"673","Trichospermum_mexicanum","Trichospermum","Malvaceae","","","bind"
"674","Calliandra_magdalenae","Calliandra","Fabaceae","","","prune"
"675","Clethra_mexicana","Clethra","Clethraceae","","","prune"
"676","Cuphea_nitidula","Cuphea","Lythraceae","","","bind"
"677","Heliconia_collinsiana","Heliconia","Heliconiaceae","","","bind"
"678","Ipomoea_cholulensis","Ipomoea","Convolvulaceae","","","bind"
"679","Psittacanthus_rhynchanthus","Psittacanthus","Loranthaceae","","","prune"
"680","Psychotria_costivenia","Psychotria","Rubiaceae","","","bind"
"681","Rogiera_cordata","Rogiera","Rubiaceae","","","bind"
"682","Symplocos_longipes","Symplocos","Symplocaceae","","","prune"
"683","Triumfetta_speciosa","Triumfetta","Malvaceae","","","bind"
"684","Ardisia_nigrescens","Ardisia","Primulaceae","","","bind"
"685","Arpophyllum_giganteum","Arpophyllum","Orchidaceae","","","prune"
"686","Centropogon_grandidentatus","Centropogon","Campanulaceae","","","bind"
"687","Cestrum_aurantiacum","Cestrum","Solanaceae","","","bind"
"688","Epidendrum_radicans","Epidendrum","Orchidaceae","","","prune"
"689","Gaultheria_acuminata","Gaultheria","Ericaceae","","","prune"
"690","Hibiscus_uncinellus","Hibiscus","Malvaceae","","","bind"
"691","Pitcairnia_heterophylla","Pitcairnia","Bromeliaceae","","","prune"
"692","Salvia_urica","Salvia","Lamiaceae","","","bind"
"693","Solenophora_glomerata","Solenophora","Gesneriaceae","","","bind"
"694","Spathacanthus_parviflorus","Spathacanthus","Acanthaceae","","","prune"
"695","Stenostephanus_monolophus","Stenostephanus","Acanthaceae","","","bind"
"696","Styrax_glabrescens","Styrax","Styracaceae","","","prune"
"697","Tillandsia_ponderosa","Tillandsia","Bromeliaceae","","","bind"
"698","Chiranthodendron_pentadactylon","Chiranthodendron","Malvaceae","","","prune"
"699","Passiflora_membranacea","Passiflora","Passifloraceae","","","prune"
"700","Salvia_cinnabarina","Salvia","Lamiaceae","","","prune"
"701","Tillandsia_vicentina","Tillandsia","Bromeliaceae","","","bind"
"702","Canistrum_terminalis","Canistrum","Bromeliaceae","","","bind"
"703","Manettia_gracilis","Manettia","Rubiaceae","","","bind"
"704","Psychotria_nemorosa","Psychotria","Rubiaceae","","","bind"
"705","Quesnelia_marmorata","Quesnelia","Bromeliaceae","","","bind"
"706","Vriesea_scalaris","Vriesea","Bromeliaceae","","","prune"
"707","Edmundoa_ambigua","Edmundoa","Bromeliaceae","","","bind"
"708","Justicia_floribunda","Justicia","Acanthaceae","","","bind"
"709","Mutisia_campanulata","Mutisia","Asteraceae","","","prune"
"710","Nidularium_angustibracteatum","Nidularium","Bromeliaceae","","","prune"
"711","Salvia_balaustina","Salvia","Lamiaceae","","","bind"
"712","Pictetia_Aculeata","Pictetia","Fabaceae","","","bind"
"713","Randia_aculeata","Randia","Rubiaceae","","","prune"
"714","Vachellia_anegadensis","Vachellia","Fabaceae","","","bind"
"715","Lantana_trifolia","Lantana","Verbenaceae","","","prune"
"716","Tillandsia_variabilis","Tillandsia","Bromeliaceae","","","bind"
"717","Petrea_volubilis","Petrea","Verbenaceae","","","prune"
"718","Vachellia_macracantha","Vachellia","Fabaceae","","","prune"
"719","Calliandra_purpurea","Calliandra","Fabaceae","","","prune"
"720","Lippia_micromera","Lippia","Verbenaceae","","","prune"
"721","Marcgravia_umbellata","Marcgravia","Marcgraviaceae","","","bind"
"722","Pitcairnia_micotrinensis","Pitcairnia","Bromeliaceae","","","bind"
"723","Lobelia_persicifolia","Lobelia","Campanulaceae","","","bind"
"724","Miconia_corymbosa","Miconia","Melastomataceae","","","bind"
"725","Pitcairnia_angustifolia","Pitcairnia","Bromeliaceae","","","bind"
"726","Gesneria_ventricosa","Gesneria","Gesneriaceae","","","prune"
"727","Ipomoea_sphenophylla","Ipomoea","Convolvulaceae","","","bind"
"728","Guzmania_gloriosa","Guzmania","Bromeliaceae","","","bind"
"729","Salvia_melissodora","Salvia","Lamiaceae","","","bind"
"730","Castilleja_miniata","Castilleja","Orobanchaceae","","","prune"
"731","Psittacanthus_calyculatus","Psittacanthus","Loranthaceae","","","prune"
"732","Penstemon_roseus","Penstemon","Plantaginaceae","","","bind"
"733","Fuchsia_microphylla","Fuchsia","Onagraceae","","","bind"
"734","Penstemon_gentianoides","Penstemon","Plantaginaceae","","","prune"
"735","Schradera_exotica","Schradera","Rubiaceae","","","bind"
"736","Palicourea_crocea","Palicourea","Rubiaceae","","","prune"
"737","Tabebuia_heterophylla","Tabebuia","Bignoniaceae","","","prune"
"738","Melocactus_intortus","Melocactus","Cactaceae","","","prune"
"739","Pilosocereus_polygonus","Pilosocereus","Cactaceae","","","bind"
"740","Stachytarpheta_urticifolia","Stachytarpheta","Verbenaceae","","","bind"
"741","Heliconia_bihai","Heliconia","Heliconiaceae","","","prune"
"742","Psychotria_urbaniana","Psychotria","Rubiaceae","","","bind"
"743","Renealmia_pyramidalis","Renealmia","Zingiberaceae","","","bind"
"744","Vaccinium_racemosum","Vaccinium","Ericaceae","","","prune"
"745","Miconia_purpurea","Miconia","Melastomataceae","","","bind"
"746","Hyptis_atrorubens","Hyptis","Lamiaceae","","","prune"
"747","Tecoma_stans","Tecoma","Bignoniaceae","","","prune"
"748","Stachytarpheta_jamaicensis","Stachytarpheta","Verbenaceae","","","prune"
"749","Gonzalagunia_hirsuta","Gonzalagunia","Rubiaceae","","","bind"
"750","Miconia_grenadensis","Miconia","Melastomataceae","","","bind"
"751","Lobelia_cirsiifolia","Lobelia","Campanulaceae","","","bind"
"752","Centropogon_cornutus","Centropogon","Campanulaceae","","","bind"
"753","Costus_scaber","Costus","Costaceae","","","prune"
"754","Dianthera_secunda","Dianthera","Acanthaceae","","","bind"
"755","Guzmania_monostachia","Guzmania","Bromeliaceae","","","prune"
"756","Warszewiczia_coccinea","Warszewiczia","Rubiaceae","","","prune"
"757","Inga_ingoides","Inga","Fabaceae","","","bind"
"758","Symphonia_globulifera","Symphonia","Clusiaceae","","","prune"
"759","Erythrina_fusca","Erythrina","Fabaceae","","","bind"
"760","Gurania_lobata","Gurania","Cucurbitaceae","","","prune"
"761","Costus_spiralis","Costus","Costaceae","","","prune"
"762","Heliconia_hirsuta","Heliconia","Heliconiaceae","","","prune"
"763","Vriesea_procera","Vriesea","Bromeliaceae","","","prune"
"764","Mandevilla_hirsuta","Mandevilla","Apocynaceae","","","prune"
"765","Heliconia_psittacorum","Heliconia","Heliconiaceae","","","prune"
"766","Aechmea_nudicaulis","Aechmea","Bromeliaceae","","","prune"
"767","Palicourea_elata","Palicourea","Rubiaceae","","","bind"
"768","Costus_pulverulentus","Costus","Costaceae","","","prune"
"769","Renealmia_cernua","Renealmia","Zingiberaceae","","","prune"
"770","Heliconia_latispatha","Heliconia","Heliconiaceae","","","prune"
"771","Palicourea_tomentosa","Palicourea","Rubiaceae","","","bind"
"772","Calathea_lutea","Calathea","Marantaceae","","","prune"
"773","Werauhia_ororiensis","Werauhia","Bromeliaceae","","","bind"
"774","Cavendishia_bracteata","Cavendishia","Ericaceae","","","prune"
"775","Besleria_solanoides","Besleria","Gesneriaceae","","","bind"
"776","Elleanthus_aurantiacus","Elleanthus","Orchidaceae","","","prune"
"777","Centropogon_solanifolius","Centropogon","Campanulaceae","","","bind"
"778","Palicourea_lasiorrhachis","Palicourea","Rubiaceae","","","bind"
"779","Macrocarpaea_macrophylla","Macrocarpaea","Gentianaceae","","","bind"
"780","Castilleja_irasuensis","Castilleja","Orobanchaceae","","","bind"
"781","Centropogon_costaricae","Centropogon","Campanulaceae","","","bind"
"782","Centropogon_talamancensis","Centropogon","Campanulaceae","","","bind"
"783","Centropogon_valerii","Centropogon","Campanulaceae","","","bind"
"784","Fuchsia_splendens","Fuchsia","Onagraceae","","","bind"
"785","Salvia_carnea","Salvia","Lamiaceae","","","bind"
"786","Vaccinium_consanguineum","Vaccinium","Ericaceae","","","prune"
"787","Macleania_rupestris","Macleania","Ericaceae","","","prune"
"788","Cirsium_subcoriaceum","Cirsium","Asteraceae","","","bind"
"789","Gaultheria_erecta","Gaultheria","Ericaceae","","","prune"
"790","Gaiadendron_punctatum","Gaiadendron","Loranthaceae","","","bind"
"791","Cavendishia_pubescens","Cavendishia","Ericaceae","","","prune"
"792","Manettia_sabiceoides","Manettia","Rubiaceae","","","bind"
"793","Canna_indica","Canna","Cannaceae","","","prune"
"794","Bomarea_carderi","Bomarea","Alstroemeriaceae","","","bind"
"795","Palicourea_demissa","Palicourea","Rubiaceae","","","bind"
"796","Guzmania_squarrosa","Guzmania","Bromeliaceae","","","bind"
"797","Heliconia_griggsiana","Heliconia","Heliconiaceae","","","bind"
"798","Erythrina_edulis","Erythrina","Fabaceae","","","bind"
"799","Inga_densiflora","Inga","Fabaceae","","","bind"
